面积,价格,格局,楼层,朝向,装修,年建,板楼塔楼,所在区域,电梯有无,房屋年限,交易权限,房型
65.57平米,305万,2室1厅,高楼层/共28层,南 西,平层/简装,2010年建,塔楼,朝阳  常营 五至六环 近6号线草房站,有,满五年,一类经济适用房,2室1厅1厨1卫
50.49平米,435万,2室1厅,顶层/共6层,东,平层/简装,1980年建,板楼,西城  陶然亭 二环内 近7号线珠市口站,无,满五年,已购公房,2室1厅1厨1卫
61.49平米,398万,2室1厅,中楼层/共18层,西南,平层/简装,1986年建,塔楼,朝阳  西坝河 二至三环,有,满五年,商品房,2室1厅1厨1卫
131.35平米,720万,2室1厅,中楼层/共32层,南 北,平层/精装,2005年建,板塔结合,朝阳  红庙 三至四环,有,满五年,商品房,2室1厅1厨2卫
62.2平米,596万,3室1厅,顶层/共6层,南 西 北,平层/精装,1982年建,板楼,海淀  双榆树 三至四环 近10号线知春里站,无,满两年,商品房,3室1厅1厨1卫
73.99平米,805万,3室1厅,低楼层/共6层,南 北,平层/精装,1985年建,板楼,海淀  白石桥 二至三环,无,满五年,商品房,3室1厅1厨1卫
160.8平米,564.4万,3室1厅,低楼层/共13层,南 北,平层/精装,2001年建,板楼,昌平  天通苑 五至六环 近5号线天通苑南站,有,满五年,商品房,3室1厅1厨2卫
88.46平米,539万,3室1厅,低楼层/共7层,南 北,平层/简装,1996年建,板楼,朝阳  劲松 三至四环,无,满五年,已购公房,3室1厅1厨1卫
120.38平米,940万,2室1厅,顶层/共9层,东 西,平层/精装,2003年建,板楼,海淀  四季青 三至四环,有,满五年,商品房,2室1厅1厨2卫
128.41平米,655万,2室2厅,低楼层/共28层,东南,平层/简装,2005年建,塔楼,朝阳  双井 三至四环,有,满五年,一类经济适用房,2室2厅1厨2卫
106.08平米,598万,3室1厅,顶层/共6层,南 北,平层/精装,1996年建,板楼,朝阳  望京 四至五环,无,满两年,商品房,3室1厅1厨2卫
112.91平米,610万,3室1厅,低楼层/共10层,南 北,平层/简装,1999年建,板楼,海淀  清河 五至六环 近8号线永泰庄站,有,满五年,商品房,3室1厅1厨2卫
61.7平米,405万,2室1厅,高楼层/共22层,东南,平层/精装,1989年建,塔楼,朝阳  国展 二至三环,有,满五年,已购公房,2室1厅1厨1卫
60.4平米,648万,2室1厅,中楼层/共7层,南 北,平层/精装,1993年建,板楼,西城  新街口 二环内 近4号线大兴线新街口站,无,满两年,商品房,2室1厅1厨1卫
58.8平米,475万,2室1厅,高楼层/共6层,南 北,平层/精装,1993年建,板楼,海淀  五道口 四至五环 近15号线清华东路西口站,无,满两年,商品房,2室1厅1厨1卫
146.06平米,850万,3室2厅,高楼层/共28层,南 北,平层/简装,2005年建,板塔结合,海淀  清河 五至六环,有,满五年,商品房,3室2厅1厨2卫
79.26平米,530万,3室1厅,低楼层/共25层,东南,平层/精装,1987年建,塔楼,朝阳  亚运村 四至五环 近15号线安立路站,有,满五年,商品房,3室1厅1厨1卫
57.18平米,267万,1室1厅,中楼层/共16层,南,平层/精装,2005年建,板塔结合,朝阳  垡头  近7号线欢乐谷景区站,有,满五年,一类经济适用房,1室1厅1厨1卫
70平米,602万,2室1厅,底层/共6层,南 北,平层/简装,1994年建,板楼,西城  广安门 二至三环,无,满五年,已购公房,2室1厅1厨1卫
126.86平米,745万,3室1厅,高楼层/共15层,南 北,复式/简装,2000年建,板塔结合,朝阳  亚运村小营 四至五环 近5号线惠新西街北口站,有,满五年,商品房,3室1厅1厨2卫
119.25平米,339万,2室2厅,顶层/共14层,南 北,平层/精装,2009年建,板塔结合,房山  长阳 五至六环,有,满五年,商品房,2室2厅1厨2卫
75.06平米,204.5万,2室1厅,中楼层/共6层,南 北,平层/简装,1998年建,板楼,门头沟  大峪 六环外,无,满两年,商品房,2室1厅1厨1卫
108.69平米,565万,3室1厅,顶层/共6层,南 北,平层/简装,2002年建,板楼,海淀  清河 五至六环 近8号线永泰庄站,无,满五年,已购公房,3室1厅1厨1卫
88.05平米,583万,2室1厅,中楼层/共11层,南 北,平层/简装,2006年建,板楼,丰台  菜户营 二至三环,有,满五年,商品房,2室1厅1厨1卫
68.72平米,355万,2室1厅,低楼层/共13层,南 北,平层/简装,2000年建,板塔结合,丰台  看丹桥 三至四环 近9号线丰台南路站,有,满五年,商品房,2室1厅1厨1卫
237.2平米,1500万,4室2厅,中楼层/共14层,东南,平层/精装,2000年建,塔楼,海淀  紫竹桥 三至四环 近10号线车道沟站,有,满五年,商品房,4室2厅1厨2卫
124.79平米,445万,3室1厅,中楼层/共6层,南 北,平层/毛坯,2008年建,板楼,昌平  霍营 五至六环 近8号线回龙观东大街站,无,满五年,一类经济适用房,3室1厅1厨2卫
62.3平米,735万,2室1厅,高楼层/共16层,东南,平层/毛坯,1989年建,塔楼,西城  官园 二环内 近2号线车公庄站,有,满五年,商品房,2室1厅1厨1卫
91.36平米,675万,2室1厅,低楼层/共18层,西南,平层/精装,2005年建,板塔结合,朝阳  朝青 四至五环 近6号线青年路站,有,满五年,商品房,2室1厅1厨1卫
128.9平米,460万,3室2厅,顶层/共6层,南 北,平层/简装,2004年建,板楼,大兴  旧宫 四至五环,无,满五年,商品房,3室2厅1厨2卫
90.78平米,585万,3室1厅,低楼层/共6层,南 北,平层/精装,2012年建,板楼,丰台  玉泉营 三至四环,有,满五年,商品房,3室1厅1厨1卫
116.73平米,600万,3室1厅,高楼层/共15层,北 南,平层/精装,2007年建,板楼,昌平  回龙观 五至六环 近13号线回龙观站,有,满五年,商品房,3室1厅1厨2卫
95.67平米,540万,2室1厅,中楼层/共17层,南 北,平层/精装,2004年建,板楼,丰台  青塔 四至五环,有,满五年,一类经济适用房,2室1厅1厨1卫
93.41平米,597万,3室1厅,低楼层/共6层,南 北,平层/精装,2013年建,板楼,朝阳  东坝 五至六环,有,满两年,商品房,3室1厅1厨1卫
92.66平米,401万,3室1厅,顶层/共26层,南 北,平层/简装,2015年建,板楼,大兴  天宫院 六环外 近4号线大兴线生物医药基地站,有,满两年,商品房,3室1厅1厨2卫
70.98平米,383万,1室1厅,低楼层/共20层,南 北,平层/精装,2008年建,板塔结合,朝阳  常营 ,有,满两年,商品房,1室1厅1厨2卫
93.61平米,420万,2室2厅,底层/共7层,南 北,平层/简装,2000年建,板楼,昌平  回龙观 五至六环 近8号线育知路站,无,满两年,商品房,2室2厅1厨1卫
115.91平米,685万,3室2厅,中楼层/共10层,南 北,平层/毛坯,2004年建,板楼,丰台  赵公口 三至四环 近10号线石榴庄站,有,满两年,商品房,3室2厅1厨2卫
86.9平米,285万,2室1厅,低楼层/共21层,南 北,平层/简装,2010年建,板楼,大兴  枣园 五至六环,有,满五年,限价商品房,2室1厅1厨1卫
54.2平米,670万,2室1厅,高楼层/共6层,南 北,平层/简装,1982年建,板楼,西城  月坛 二至三环,无,满两年,已购公房,2室1厅1厨1卫
50.7平米,218万,2室1厅,底层/共6层,南 北,平层/简装,1984年建,板楼,丰台  丰台其它 五至六环,无,满两年,商品房,2室1厅1厨1卫
80平米,708万,3室1厅,中楼层/共14层,南 北,平层/精装,1993年建,板楼,海淀  牡丹园 三至四环 近10号线牡丹园站,有,满五年,商品房,3室1厅1厨1卫
74.77平米,450万,3室1厅,中楼层/共6层,南 北,平层/简装,1993年建,板楼,丰台  丽泽 三至四环 近10号线泥洼站,无,满五年,已购公房,3室1厅1厨1卫
49.56平米,225万,1室1厅,中楼层/共28层,东,平层/精装,2010年建,塔楼,朝阳  常营 五至六环 近6号线草房站,有,满五年,一类经济适用房,1室1厅1厨1卫
82.8平米,668万,2室2厅,低楼层/共25层,南,平层/简装,2002年建,塔楼,海淀  小西天 二至三环,有,满五年,商品房,2室2厅1厨1卫
74.62平米,289万,2室1厅,底层/共21层,南 北,平层/简装,2014年建,板楼,房山  长阳 五至六环 近房山线长阳站,有,满两年,商品房,2室1厅1厨1卫
122.57平米,1060万,3室2厅,中楼层/共13层,南 北,平层/精装,1998年建,板塔结合,海淀  玉泉路 四至五环 近1号线玉泉路站,有,满两年,央产房,3室2厅1厨1卫
89.48平米,350万,2室2厅,底层/共22层,南 北,平层/毛坯,2013年建,板楼,朝阳  垡头 四至五环 近7号线双合站,有,满五年,限价商品房,2室2厅1厨1卫
108.83平米,448万,2室2厅,中楼层/共7层,南 北,平层/简装,2008年建,板楼,昌平  天通苑 五至六环,无,满五年,商品房,2室2厅1厨2卫
100.14平米,442万,2室1厅,高楼层/共23层,南 东北,平层/简装,2007年建,塔楼,丰台  岳各庄 四至五环,有,满五年,二类经济适用房,2室1厅1厨1卫
102.2平米,578万,2室1厅,高楼层/共18层,东南,平层/精装,2006年建,板塔结合,朝阳  朝青 四至五环,有,满五年,商品房,2室1厅1厨1卫
115.34平米,665万,2室1厅,高楼层/共22层,西,平层/简装,2001年建,塔楼,朝阳  双井 三至四环,有,满五年,商品房,2室1厅1厨1卫
89.29平米,240万,2室2厅,中楼层/共6层,南 北,平层/简装,2004年建,板楼,顺义  李桥 六环外,无,满五年,商品房,2室2厅1厨1卫
68.66平米,469万,2室1厅,低楼层/共28层,西南,平层/简装,2004年建,塔楼,朝阳  大望路 三至四环 近7号线九龙山站,有,满五年,商品房,2室1厅1厨1卫
53.66平米,330万,1室1厅,低楼层/共25层,东,平层/精装,2008年建,塔楼,朝阳  百子湾 ,有,满五年,商品房,1室1厅1厨1卫
131.9平米,940万,3室1厅,高楼层/共19层,东,平层/简装,2001年建,塔楼,西城  马连道 二至三环 近7号线湾子站,有,满五年,商品房,3室1厅1厨2卫
84.62平米,420万,2室1厅,低楼层/共16层,南 北,平层/精装,2006年建,板楼,朝阳  垡头  近7号线垡头站,有,满两年,商品房,2室1厅1厨1卫
125.35平米,510万,3室2厅,中楼层/共7层,南 北,错层/简装,2002年建,板楼,通州  果园 五至六环 近八通线果园站,无,满五年,商品房,3室2厅1厨2卫
104.16平米,320万,2室2厅,底层/共6层,南 北,平层/简装,1997年建,板楼,昌平  北七家 五至六环,无,满五年,商品房,2室2厅1厨2卫
153.27平米,520万,4室1厅,顶层/共3层,南 北,复式/简装,2000年建,板楼,顺义  后沙峪 五至六环,无,满五年,商品房,4室1厅1厨3卫
61.1平米,440万,2室1厅,高楼层/共6层,南 北,平层/精装,1984年建,板楼,朝阳  亮马桥 二至三环 近10号线亮马桥站,无,满两年,商品房,2室1厅1厨1卫
116.05平米,820万,2室1厅,中楼层/共18层,西南,平层/精装,2009年建,塔楼,朝阳  朝阳门外 二至三环 近6号线东大桥站,有,满五年,商品房,2室1厅1厨2卫
105.99平米,398万,2室2厅,中楼层/共6层,南 北,平层/简装,2000年建,板楼,大兴  西红门 四至五环,无,满五年,商品房,2室2厅1厨2卫
78.24平米,239万,3室1厅,中楼层/共6层,南 北,平层/简装,1993年建,板楼,房山  良乡 五至六环,无,满五年,商品房,3室1厅1厨1卫
68.73平米,440万,2室1厅,低楼层/共28层,东北,平层/精装,2004年建,塔楼,朝阳  大望路 三至四环 近7号线九龙山站,有,满五年,商品房,2室1厅1厨1卫
102.67平米,386万,3室1厅,低楼层/共26层,南 北,平层/简装,2015年建,板楼,大兴  天宫院 六环外 近4号线大兴线生物医药基地站,有,满两年,商品房,3室1厅1厨1卫
99.45平米,439万,3室1厅,高楼层/共9层,西南,平层/其他,2009年建,板塔结合,朝阳  管庄 五至六环 近八通线双桥站,有,满五年,商品房,3室1厅1厨1卫
87.61平米,379万,3室1厅,低楼层/共11层,南 北,平层/精装,2013年建,板楼,通州  通州其它 五至六环,有,满两年,商品房,3室1厅1厨1卫
70.32平米,700万,3室1厅,中楼层/共6层,南 北,平层/简装,1993年建,板楼,海淀  苏州桥 三至四环,无,满五年,商品房,3室1厅1厨1卫
74.3平米,452万,2室1厅,高楼层/共24层,西南,平层/简装,2001年建,塔楼,朝阳  高碑店 四至五环,有,满五年,商品房,2室1厅1厨1卫
148.23平米,471万,3室2厅,低楼层/共6层,南 北,平层/毛坯,2008年建,板楼,顺义  顺义其它 六环外,有,满两年,商品房,3室2厅1厨2卫
178.15平米,465万,4室1厅,低楼层/共33层,南 北,平层/简装,2002年建,塔楼,昌平  天通苑 五至六环,有,满两年,商品房,4室1厅1厨2卫
88.78平米,375万,3室1厅,顶层/共24层,南 东 西 北,平层/简装,1998年建,塔楼,朝阳  定福庄 五至六环,有,满五年,商品房,3室1厅1厨1卫
153.33平米,735万,3室2厅,中楼层/共18层,南 北,平层/精装,2008年建,板楼,朝阳  豆各庄 五至六环 近7号线黄厂站,有,满五年,商品房,3室2厅1厨2卫
119.91平米,318万,3室2厅,高楼层/共10层,南,复式/简装,2004年建,板楼,昌平  昌平其它 六环外,有,满五年,商品房,3室2厅1厨2卫
134.28平米,500万,3室2厅,高楼层/共6层,南 北,平层/精装,2004年建,板楼,通州  梨园 五至六环,无,满五年,商品房,3室2厅1厨2卫
46.6平米,283万,2室1厅,低楼层/共16层,东 西,复式/简装,2012年建,板塔结合,大兴  枣园 五至六环,有,满五年,商品房,2室1厅1厨2卫
65.39平米,468万,2室1厅,中楼层/共11层,东 西,平层/简装,1994年建,板塔结合,朝阳  健翔桥 三至四环 近10号线健德门站,有,满五年,已购公房,2室1厅1厨1卫
106.42平米,438万,2室1厅,中楼层/共6层,南 北,精装,2006年建,板楼,朝阳  百子湾 四至五环,无,满五年,二类经济适用房,2室1厅1厨1卫
52.49平米,263万,2室1厅,底层/共6层,南 北,平层/简装,1990年建,板楼,朝阳  定福庄 五至六环,无,满五年,商品房,2室1厅1厨1卫
203.37平米,735万,6室2厅,高楼层/共7层,南 北,复式/精装,2004年建,板楼,昌平  天通苑 五至六环 近5号线天通苑站,有,满五年,商品房,6室2厅1厨3卫
88.43平米,427万,2室2厅,中楼层/共27层,南 北,平层/简装,2012年建,板塔结合,通州  临河里 ,有,满五年,商品房,2室2厅1厨1卫
147.14平米,910万,3室2厅,中楼层/共17层,南,平层/精装,2008年建,板塔结合,丰台  方庄 二至三环 近14号线东段方庄站,有,满五年,商品房,3室2厅1厨2卫
44.34平米,260万,1室0厅,高楼层/共14层,东南,平层/简装,2004年建,板塔结合,朝阳  望京 四至五环 近14号线东段望京南站,有,满两年,商品房,1室0厅1厨1卫
35.62平米,181万,1室0厅,高楼层/共11层,西,平层/精装,2006年建,板塔结合,顺义  后沙峪 五至六环 近15号线花梨坎站,有,满两年,商品房,1室0厅1厨1卫
53.77平米,480万,2室1厅,中楼层/共5层,南 北,平层/简装,1988年建,板楼,海淀  白石桥 二至三环,无,满五年,商品房,2室1厅1厨1卫
59.53平米,308万,1室0厅,高楼层/共19层,东,平层/精装,2007年建,板塔结合,朝阳  北苑 五至六环 近5号线立水桥南站,有,满五年,商品房,1室0厅1厨1卫
59.87平米,465万,1室1厅,中楼层/共21层,东南,平层/精装,2006年建,板塔结合,朝阳  望京 四至五环 近15号线望京东站,有,满五年,商品房,1室1厅1厨1卫
111.85平米,616万,3室1厅,中楼层/共8层,南 北,平层/精装,2006年建,板楼,昌平  回龙观 五至六环 近13号线龙泽站,有,满五年,商品房,3室1厅1厨2卫
54.76平米,488万,1室0厅,中楼层/共28层,南,平层/精装,2010年建,板塔结合,朝阳  双井 三至四环,有,满五年,商品房,1室0厅1厨1卫
79.26平米,326万,3室1厅,低楼层/共9层,南 北,平层/毛坯,2012年建,板楼,昌平  沙河 五至六环,有,满两年,商品房,3室1厅1厨1卫
95.44平米,349万,3室2厅,中楼层/共6层,南 北,平层/简装,2000年建,板楼,大兴  旧宫 四至五环,无,满五年,商品房,3室2厅1厨1卫
55.42平米,325万,1室1厅,低楼层/共26层,东,平层/精装,2007年建,板塔结合,石景山  鲁谷 四至五环,有,满两年,商品房,1室1厅1厨1卫
33.89平米,435万,1室1厅,高楼层/共20层,东南,复式/简装,2004年建,塔楼,西城  广安门 二至三环 近7号线达官营站,有,满五年,商品房,1室1厅0厨1卫
47.29平米,287万,1室0厅,低楼层/共29层,北,平层/简装,2005年建,塔楼,朝阳  方庄 二至三环 近14号线东段方庄站,有,满五年,商品房,1室0厅1厨1卫
72.96平米,560万,1室1厅,中楼层/共11层,西,平层/精装,2004年建,板塔结合,海淀  西直门 二至三环,有,满五年,商品房,1室1厅1厨1卫
115.51平米,900万,2室1厅,顶层/共18层,南 北,平层/简装,2003年建,板塔结合,朝阳  西坝河 三至四环 近13号线芍药居站,有,满五年,商品房,2室1厅1厨2卫
123.61平米,378万,2室1厅,低楼层/共13层,东 西,平层/简装,2003年建,板楼,昌平  天通苑 五至六环 近5号线天通苑站,有,满五年,一类经济适用房,2室1厅1厨2卫
77.56平米,370万,2室1厅,高楼层/共21层,东南,平层/精装,2008年建,塔楼,昌平  天通苑 五至六环,有,满五年,商品房,2室1厅1厨1卫
